wpsl_id,name,status,permalink,description,excerpt,author,date,address,address2,city,state,zip,country,country_iso,lat,lng,hours,phone,fax,email,url,image,category
23157,GPE 12E PARIS,publish,gpe-12e-paris,,,61,2024-10-22 14:45:21,,,PARIS,,75016,France,FR,48.853093,2.248763,,,,contact-paris-saint-louis@scouts-europe.org,https://www.scouts-europe.org/paris-saint-louis,0,
23155,GPE 7E ORLEANS,publish,gpe-7e-orleans,,,61,2024-10-22 14:43:51,,,ORLEANS,,45100,France,FR,47.92422,1.894207,,,,contact-loiret@scouts-europe.org,https://www.scouts-europe.org/loiret,0,
23153,GPE 7E LYON,publish,gpe-7e-lyon,,,61,2024-10-22 14:42:24,,,LYON,,69001,France,FR,45.755484,4.854862,,,,contact-lyon-centre@scouts-europe.org,https://www.scouts-europe.org/lyon-centre,0,
23151,GPE 3E LORIENT,publish,gpe-3e-lorient,,,61,2024-10-22 14:39:36,,,LORIENT,,56100,France,FR,47.746045,-3.373936,,,,contact-morbihan@scouts-europe.org,https://www.scouts-europe.org/morbihan,0,
23149,GPE 2E LIMOGES,publish,gpe-2e-limoges-2,,,61,2024-10-22 14:38:21,,,LIMOGES,,87280,France,FR,45.880263,1.277928,,,,contact-limousin@scouts-europe.org,https://www.scouts-europe.org/limousin,0,
23147,GPE 3E LES HERBIERS,publish,gpe-3e-les-herbiers,,,61,2024-10-22 14:36:58,,,LES HERBIERS,,85500,France,FR,46.868515,-1.012847,,,,contact-vendee@scouts-europe.org,https://www.scouts-europe.org/vendee,0,
23145,GPE 4E LES HERBIERS,publish,gpe-4e-les-herbiers,,,61,2024-10-22 14:35:34,,,LES HERBIERS,,85500,France,FR,46.860768,-1.015894,,,,contact-vendee@scouts-europe.org,https://www.scouts-europe.org/vendee,0,
23143,GPE 3E LE PECQ,publish,gpe-3e-le-pecq,,,61,2024-10-22 14:33:49,,,LE PECQ,,78230,France,FR,48.893989,2.114638,,,,contact-saint-germain@scouts-europe.org,https://www.scouts-europe.org/saint-germain,0,
23141,PL HIRONDELLE - 2E EFFIAT,publish,pl-hirondelle-2e-effiat,,,61,2024-10-22 14:31:34,,,EFFIAT,,63260,France,FR,46.041011,3.255412,,,,contact-puy-de-dome@scouts-europe.org,https://www.scouts-europe.org/puy-de-dome,0,
23139,GPE 1E CHARLEVILLE-MEZIERE,publish,gpe-1e-charleville-meziere,,,61,2024-10-22 14:30:09,,,CHARLEVILLE-MEZIERE,,8000,France,FR,49.769292,4.721561,,,,contact-aube-haute-marne@scouts-europe.org,https://www.scouts-europe.org/aube-haute-marne,0,
23137,GPE 3E ANNECY,publish,gpe-3e-annecy,,,61,2024-10-22 14:27:03,,,ANNECY,,74000,France,FR,45.896007,6.122973,,,,contact-deux-savoies@scouts-europe.org,https://www.scouts-europe.org/deux-savoies,0,
23135,GPE 2E EFFIAT,publish,gpe-2e-effiat,,,61,2024-10-22 14:25:27,,,EFFIAT,,63260,France,FR,46.043245,3.254876,,,,contact-puy-de-dome@scouts-europe.org,https://www.scouts-europe.org/puy-de-dome,0,
23131,GPE 4E CHERBOURG,publish,gpe-4e-cherbourg,,,61,2024-10-22 14:19:57,,,CHERBOURG,,50100,France,FR,49.6334,-1.616645,,,,contact-manche@scouts-europe.org,https://www.scouts-europe.org/manche,0,
23129,GPE 4E BRIGNAIS,publish,gpe-4e-brignais,,,61,2024-10-22 14:16:26,,,BRIGNAIS,,69530,France,FR,45.674688,4.755976,,,,contact-lyon-ouest@scouts-europe.org,https://www.scouts-europe.org/lyon-ouest,0,
23127,GPE 2E VAL D ORGE,publish,gpe-2e-val-d-orge,,,61,2024-10-22 14:10:31,,,EGLY,,91250,France,FR,48.580216,2.222247,,,,,,0,
23125,GPE 4E ANNECY,publish,gpe-4e-annecy,,,61,2024-10-22 14:00:17,,,ANNECY,,74000,France,FR,45.8998,6.126363,,,,contact-deux-savoies@scouts-europe.org,https://www.scouts-europe.org/deux-savoies,0,
23123,GPE 6E PAU,publish,gpe-6e-pau,,,61,2024-10-22 13:54:00,,,PAU,,64000,France,FR,43.317833,-0.346812,,,,contact-aquitaine-centre-et-sud@scouts-europe.org,https://www.scouts-europe.org/aquitaine-centre-et-sud,0,
23119,GPE 6e AIX EN PROVENCE,publish,gpe-6e-aix-en-provence,,,61,2024-10-22 13:47:10,,,AIX EN PROVENCE,,13080,France,FR,43.524369,5.442899,,,,contact-aix-en-provence@scouts-europe.org,https://www.scouts-europe.org/aix-en-provence,0,
23117,PLA977 PAU - CHOUCAS,publish,pla977-pau-choucas,,,61,2024-10-22 12:25:04,,,PAU,,64000,France,FR,43.296256,-0.370861,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23115,PLA976 CHAMONIX - GYPAETE,publish,pla976-chamonix-gypaete,,,61,2024-10-22 12:23:49,,,CHAMONIX,,74400,France,FR,45.923697,6.869433,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23113,PLA975 PAU - OURS,publish,pla975-pau-ours,,,61,2024-10-22 12:21:50,,,PAU,,,France,FR,43.294147,-0.372149,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23111,PLA974 GAP - ISARD,publish,pla974-gap-isard,,,61,2024-10-22 12:20:47,,,GAP,,,France,FR,44.56025,6.078299,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23109,PLA973 CHATEAU DU LOIR - ECUREUIL,publish,pla973-chateau-du-loir-ecureuil,,,61,2024-10-22 12:19:44,,,CHATEAU DU LOIR,,72500,France,FR,47.69261,0.417789,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23107,PLA 970 MONTARGIS - FAUCON,publish,pla-970-montargis-faucon,,,61,2024-10-22 12:18:19,,,MONTARGIS,,45200,France,FR,48.000183,2.728329,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23105,PLA 968 AUTUN - CASOAR,publish,pla-968-autun-casoar,,,61,2024-10-22 12:16:31,,,AUTUN,,71400,France,FR,46.950905,4.299024,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23103,PLA 967 GIEN - ELEPHANT,publish,pla-967-gien-elephant,,,61,2024-10-22 12:03:05,,,GIEN,,45500,France,FR,47.686653,2.632911,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23101,PLA 966 AMBOISE - CERF,publish,pla-966-amboise-cerf,,,61,2024-10-22 12:00:12,,,AMBOISE,,37400,France,FR,47.410487,0.97946,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23099,PLA 964 AUTUN - AIGLE,publish,pla-964-autun-aigle,,,61,2024-10-22 11:58:44,,,AUTUN,,71400,France,FR,46.949755,4.299406,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23097,PLA 963 PONTIVY - AIGLE,publish,pla-963-pontivy-aigle,,,61,2024-10-22 11:56:37,,,PONTIVY,,56300,France,FR,48.066152,-2.967056,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23095,PLA 962 GAP - CHAMOIS,publish,pla-962-gap-chamois,,,61,2024-10-22 11:53:33,,,GAP,,05000,France,FR,44.559638,6.079758,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23093,PLA 961 VANVES - LOUP,publish,pla-961-vanves-loup,,,61,2024-10-22 11:52:15,,,VANVES,,92170,France,FR,48.824632,2.288547,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23091,PLA 960 HYERES - FAUCON,publish,pla-960-hyeres-faucon,,,61,2024-10-22 11:50:34,,,HYERES,,83400,France,FR,43.107465,6.131493,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23089,PLA 958 HAGUENAU - TAUREAU,publish,pla-958-haguenau-taureau,,,61,2024-10-21 16:23:52,,,HAGUENAU,,67500,France,FR,48.813288,7.79125,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23087,PLA 943 CHAMOIS - COLMAR,publish,pla-943-chamois-colmar,,,61,2024-10-21 16:21:53,,,COLMAR,,68000,France,FR,48.092799,7.37046,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23085,PLA 000 INVITES RESEAU,publish,pla-000-invites-reseau,,,61,2024-10-21 16:18:05,,,PARIS,,75013,France,FR,48.830759,2.359204,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23083,PLE POMMEROL - ELANION,publish,ple-pommerol-elanion,,,61,2024-10-21 16:08:57,,,POMMEROL,,26470,France,FR,44.446264,5.452114,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23081,PLE PAU - FAUCON,publish,ple-pau-faucon,,,61,2024-10-21 16:06:36,,,PAU,,64000,France,FR,43.320175,-0.348121,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23079,PLE PAU - AIGLE,publish,ple-pau-aigle,,,61,2024-10-21 16:05:17,,,PAU,,64000,France,FR,43.319285,-0.346597,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23077,PLE INVITEES - RESEAU ESPERANCE,publish,ple-invitees-reseau-esperance,,,61,2024-10-21 16:03:46,,,CHÂTEAU-LANDON,,77570,France,FR,48.150232,2.704426,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23075,PLE GIEN - RENARD,publish,ple-gien-renard,,,61,2024-10-21 16:02:06,,,MONTARGIS,,45200,France,FR,47.999063,2.729187,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23073,PLE CHAMBERY - PUMA,publish,ple-chambery-puma,,,61,2024-10-21 16:00:53,,,CHAMBERY,,73000,France,FR,45.564601,5.917781,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23057,PLE BERGERAC - CERF,publish,ple-bergerac-cerf,,,61,2024-10-21 14:48:36,,,SEINE ET MARNE,,77,France,FR,48.841082,2.999366,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23055,PLE BERGERAC - AIGLE,publish,ple-bergerac-aigle,,,61,2024-10-21 14:45:31,,,DORDOGNE,,24,France,FR,45.146949,0.757221,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23053,PLE AMBOISE - HIRONDELLE,publish,ple-amboise-hirondelle,,,61,2024-10-21 14:41:56,,,AMBOISE,,37400,France,FR,47.410298,0.979894,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23049,PLE 266 MONTLUCON - LE TAMIA,publish,pl-tamia-montlucon,,,61,2024-10-21 14:34:41,,,MONLUCON,,3100,France,FR,46.342789,2.591384,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
23045,GPE 10e BORDEAUX,publish,groupe-10e-bordeaux,,,61,2024-10-21 14:23:57,,,Bordeaux,,33,France,FR,44.841611,-0.581094,,,,contact-aquitaine-nord-et-est@scouts-europe.org,https://www.scouts-europe.org/aquitaine-nord-et-est,0,
22740,GPE 1re BRIE LESIGNY,publish,gpe-1re-brie-lesigny,,,61,2024-10-02 12:03:26,,,LÉSIGNY,LÉSIGNY,77150,France,FR,48.743921,2.61491,,,,contact-brie@scouts-europe.org,https://www.scouts-europe.org/brie,0,
19662,GPE 5ème GRENOBLE,publish,gpe-2eme-grenoble-2,,,4,2024-07-15 12:07:01,3 avenue Jeanne d'Arc,,GRENOBLE,GRENOBLE,38000,France,,45.182206,5.744221,,,,contact-dauphine@scouts-europe.org,https://www.scouts-europe.org/dauphine,0,
10016,PLA 953 GAP - BOUQUETIN,publish,pla-953-gap-bouquetin,,,1,2023-09-29 15:16:45,,,GAP,RESEAU DE L ARAIGNEE,5000,France,,44.54746627807617,6.064521312713623,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10017,PLA 942 WALBOURG - NAJA,publish,pla-942-walbourg-naja,,,1,2023-09-29 15:16:45,,,WALBOURG,RESEAU DE L ARAIGNEE,67360,France,,48.88502502441406,7.789703845977783,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10018,PLA 925 VIENNE - GRIZZLI,publish,pla-925-vienne-grizzli,,,1,2023-09-29 15:16:45,,,VIENNE,RESEAU DE L ARAIGNEE,38200,France,,45.524322509765625,4.87294864654541,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10019,PLA 950 MONTLUCON - AUROCH,publish,pla-950-montlucon-auroch,,,1,2023-09-29 15:16:45,,,MONTLUCON,RESEAU DE L ARAIGNEE,3100,France,,46.340763092041016,2.6052417755126953,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10020,PLA 951 HAGUENAU - EPERVIER,publish,pla-951-haguenau-epervier,,,1,2023-09-29 15:16:45,,,HAGUENAU,RESEAU DE L ARAIGNEE,67500,France,,48.8150520324707,7.786643981933594,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10021,PLA 952 CHARLEVILLE MEZIERES - OURS,publish,pla-952-charleville-mezieres-ours,,,1,2023-09-29 15:16:45,,,CHARLEVILLE MEZIERES,RESEAU DE L ARAIGNEE,8000,France,,49.76194381713867,4.71543550491333,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10022,PLA 935 AUXERRE - LYNX,publish,pla-935-auxerre-lynx,,,1,2023-09-29 15:16:45,,,AUXERRE,RESEAU DE L ARAIGNEE,89000,France,,47.79487228393555,3.574533224105835,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10023,PLA 956 ECOUVES - RENARD,publish,pla-956-ecouves-renard,,,1,2023-09-29 15:16:45,,,ECOUVES,RESEAU DE L ARAIGNEE,61250,France,,48.50397491455078,0.10176175087690353,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10024,PLA 903 CHARLEVILLE MEZIERES - CASTOR,publish,pla-903-charleville-mezieres-castor,,,1,2023-09-29 15:16:45,,,CHARLEVILLE MEZIERES,RESEAU DE L ARAIGNEE,8000,France,,49.76194381713867,4.71543550491333,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10025,PLA 926 VIENNE - TIGRE,publish,pla-926-vienne-tigre,,,1,2023-09-29 15:16:45,,,VIENNE,RESEAU DE L ARAIGNEE,38200,France,,45.524322509765625,4.87294864654541,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10026,PLA 924 VERDUN - RHINOCEROS,publish,pla-924-verdun-rhinoceros,,,1,2023-09-29 15:16:45,,,VERDUN,RESEAU DE L ARAIGNEE,55100,France,,49.15980529785156,5.382270812988281,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10027,PLA 955 SAINT MAXIMIN - BUFFLE,publish,pla-955-saint-maximin-buffle,,,1,2023-09-29 15:16:45,,,SAINT MAXIMIN LA SAINTE BAUME,RESEAU DE L ARAIGNEE,83470,France,,43.45226287841797,5.863189220428467,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10028,PLA 898 SAINT MAXIMIN - LOUP,publish,pla-898-saint-maximin-loup,,,1,2023-09-29 15:16:45,,,SAINT MAXIMIN LA SAINTE BAUME,RESEAU DE L ARAIGNEE,83470,France,,43.45226287841797,5.863189220428467,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10029,PLA 934 AUXERRE - LEOPARD,publish,pla-934-auxerre-leopard,,,1,2023-09-29 15:16:45,,,AUXERRE,RESEAU DE L ARAIGNEE,89000,France,,47.79487228393555,3.574533224105835,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10030,PLA 954 MONTARGIS - LOUTRE,publish,pla-954-montargis-loutre,,,1,2023-09-29 15:16:45,,,MONTARGIS,RESEAU DE L ARAIGNEE,45200,France,,47.99879837036133,2.732499837875366,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10031,PLA 939 AUBENAS - LOUTRE,publish,pla-939-aubenas-loutre,,,1,2023-09-29 15:16:45,,,AUBENAS,RESEAU DE L ARAIGNEE,7200,France,,44.61989974975586,4.389589309692383,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10032,PLA 901 SAINT MAXIMIN - RENARD,publish,pla-901-saint-maximin-renard,,,1,2023-09-29 15:16:45,,,SAINT MAXIMIN LA SAINTE BAUME,RESEAU DE L ARAIGNEE,83470,France,,43.45226287841797,5.863189220428467,,,,reseau-araignee@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10033,PLE MONTARGIS - MESANGE BLEUE,publish,ple-montargis-mesange-bleue,,,1,2023-09-29 15:16:45,,,MONTARGIS,RESEAU ETOILE DE L ESPERANCE,45200,France,,47.99879837036133,2.732499837875366,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10034,PLE FIGEAC - LORIOT,publish,ple-figeac-loriot,,,1,2023-09-29 15:16:45,,,FIGEAC,RESEAU ETOILE DE L ESPERANCE,46100,France,,44.607643127441406,2.0348870754241943,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10035,PLE CHATELLERAULT - CHEVREUIL,publish,ple-chatellerault-chevreuil,,,1,2023-09-29 15:16:45,,,CHATELLEREAULT,RESEAU ETOILE DE L ESPERANCE,86100,France,,46.81724166870117,0.5359737277030945,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10036,PLE BERGERAC,publish,ple-bergerac,,,1,2023-09-29 15:16:45,,,BERGERAC,RESEAU ETOILE DE L ESPERANCE,24100,France,,44.85445022583008,0.4840492010116577,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10037,PLE PONT AUDEMER - TIGRE,publish,ple-pont-audemer-tigre,,,1,2023-09-29 15:16:45,,,PONT AUDEMER,RESEAU ETOILE DE L ESPERANCE,27500,France,,49.35580825805664,0.515188992023468,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10038,PLE EVREUX - LAPIN,publish,ple-evreux-lapin,,,1,2023-09-29 15:16:45,,,EVREUX,RESEAU ETOILE DE L ESPERANCE,2700,France,,49.02479553222656,1.1507916450500488,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10039,PLE ANTIBES - SALAMANDRE,publish,ple-antibes-salamandre,,,1,2023-09-29 15:16:45,,,ANTIBES,RESEAU ETOILE DE L ESPERANCE,6600,France,,43.581512451171875,7.128320693969727,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10040,PLE GAP - EPERVIER,publish,ple-gap-epervier,,,1,2023-09-29 15:16:45,,,GAP,RESEAU ETOILE DE L ESPERANCE,5000,France,,44.54746627807617,6.064521312713623,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10041,PLE SALON DE PROVENCE - ISATIS,publish,ple-salon-de-provence-isatis,,,1,2023-09-29 15:16:45,,,SALON DE PROVENCE,RESEAU ETOILE DE L ESPERANCE,13300,France,,43.64048767089844,5.097843647003174,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10042,PLE CARPENTRAS - ECUREUIL,publish,ple-carpentras-ecureuil,,,1,2023-09-29 15:16:45,,,CARPENTRAS,RESEAU ETOILE DE L ESPERANCE,84200,France,,44.05410385131836,5.048210144042969,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10043,PLE CHARTREUSE - FARKAS,publish,ple-chartreuse-farkas,,,1,2023-09-29 15:16:45,,,VOIRON,RESEAU ETOILE DE L ESPERANCE,38500,France,,45.367191314697266,5.591956615447998,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10044,PLE THONON - LOUP,publish,ple-thonon-loup,,,1,2023-09-29 15:16:45,,,THONON LES BAINS,RESEAU ETOILE DE L ESPERANCE,74200,France,,46.37255859375,6.480273723602295,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10045,PLE SALON DE PROVENCE - MARGAY,publish,ple-salon-de-provence-margay,,,1,2023-09-29 15:16:45,,,SALON DE PROVENCE,RESEAU ETOILE DE L ESPERANCE,13300,France,,43.64048767089844,5.097843647003174,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10046,PLE SARREBOURG - AIGLE,publish,ple-sarrebourg-aigle,,,1,2023-09-29 15:16:45,,,SARREBOURG,RESEAU ETOILE DE L ESPERANCE,57400,France,,48.735591888427734,7.051769733428955,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10047,PLE SAINT LEGER - PUMA,publish,ple-saint-leger-puma,,,1,2023-09-29 15:16:45,,,SAINT GERMAIN EN LAYE,RESEAU ETOILE DE L ESPERANCE,78100,France,,48.89455032348633,2.079960346221924,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
10048,PLE CANNES - TIGRE BLANC,publish,ple-cannes-tigre-blanc,,,1,2023-09-29 15:16:45,,,CANNES,RESEAU ETOILE DE L ESPERANCE,6400,France,,43.550296783447266,7.00982666015625,,,,reseau-pl-guides@scouts-europe.org,https://www.scouts-europe.org/nous-rejoindre/reseau-patrouilles-libres/,0,
